,Unnamed: 0,artist,song,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,clusters
991,991,Kaija Koo,Nää yöt ei anna armoo (feat. Cheek),0.469,0.885,11,-4.873,0,0.11,0.00107,0.0,0.367,0.33,154.765,6DiwQjTwC4NOulyhpXghI7,210453,1
992,992,Burak Yeter,Tuesday (feat. Danelle Sandoval),0.841,0.639,9,-6.052,0,0.0688,0.0156,0.0654,0.0545,0.675,99.002,7EVk9tRb6beJLTHrg6AkY9,241875,7
993,993,Akon,Beautiful,0.742,0.948,0,-4.445,0,0.0894,0.123,0.0,0.112,0.615,130.022,4rqR0yM2k41leqyErhNzTs,312987,7
994,994,Evelina,Ei Filtterii,0.581,0.765,1,-2.912,0,0.118,0.134,0.0,0.103,0.517,92.027,6ItkmsAMKvcab9ikCN1TBW,187664,7
995,995,Sound Of Legend,Blue (Da Ba Dee) - Sound of Legend Edit,0.576,0.98,7,-1.767,0,0.067,0.107,0.000618,0.175,0.233,128.014,5jXypD1EKG2pwhtFNJfywj,178596,1
996,996,Mon DJ,Sex (With My Ex) - Radio Edit,0.976,0.92,10,-3.646,0,0.226,0.0152,0.0,0.331,0.913,128.037,2IOvpCME5BWATj3KT1WPSD,184875,7
997,997,Captain Jack,Captain Jack - Short Mix,0.667,0.999,1,-4.375,0,0.0828,0.0726,4.15e-05,0.238,0.566,149.875,09uma8kvpf699ailOSlzds,248533,7
998,998,Indica,Ikuinen Virta,0.516,0.714,11,-7.124,1,0.0379,0.000457,0.0226,0.397,0.719,156.041,2N2vT7prULYdnOeqA0XBDy,255693,1
999,999,duo,Panisin,0.742,0.584,8,-7.482,1,0.0484,0.00156,6.74e-05,0.584,0.364,129.989,6nw6HDH049R7j7JArouHn3,248627,2
1000,1000,Brädi,Lämpöö,0.754,0.846,3,-4.388,1,0.169,0.114,0.0,0.0689,0.712,95.002,7L83K0Py6AOVBeGdFeghGr,210453,0
1001,1001,Antti Tuisku,Party (Papiidipaadi) (feat. Nikke Ankara),0.725,0.784,5,-4.674,0,0.123,0.0143,5.97e-06,0.297,0.69,139.986,5Mm4oeVBGi4iwwqFlZcQS0,220000,7
1002,1002,Antti Tuisku,Peto on irti,0.679,0.866,0,-3.86,0,0.0889,0.0984,0.0,0.139,0.75,127.966,3UVRi8xiuMb0MtFIbemaAn,213707,7
1003,1003,Antti Tuisku,Sata salamaa (Vain elämää kausi 4),0.771,0.831,4,-5.642,1,0.0709,0.0356,3.55e-05,0.163,0.585,127.87,7kqBN2NgRf263KYSvQkOTI,186503,0
1004,1004,STIG,Ryyppy,0.566,0.916,6,-8.076,0,0.0402,0.00724,0.659,0.25,0.869,120.19,6ztuJGgOU21itua35jvwlt,169507,3
1005,1005,Spekti,Huomisen Huolia,0.777,0.764,0,-4.307,0,0.138,0.185,0.0,0.146,0.913,110.013,3l7cMWg2wBWNDoyAtG1Sll,202582,7
1006,1006,Sini Sabotage,Levikset repee (feat. VilleGalle),0.827,0.801,5,-5.106,1,0.0686,0.0713,0.0,0.0873,0.655,127.992,6OmLK1wyUwf3v48rD8kVdZ,201627,0
1007,1007,Ylvis,The Fox (What Does the Fox Say?),0.703,0.867,6,-4.292,1,0.0453,0.107,0.0,0.119,0.546,128.008,5HOpkTTVcmZHnthgyxrIL8,213708,0
1008,1008,Big Sean,Dance (A$$) Remix,0.821,0.721,11,-6.807,0,0.292,0.0263,0.000661,0.215,0.698,79.949,3OVLPcUPS0HbMeAeMP0jZ4,220347,7
1009,1009,Borgeous,Big Bang (2015 Life In Color Anthem) - Radio Edit,0.637,0.906,5,-5.379,0,0.0426,0.000404,0.766,0.135,0.351,128.002,3i2YzgregUTKDAPVHz6rBM,190430,3
1010,1010,T.I.,Whatever You Like,0.68,0.687,9,-6.162,0,0.0709,0.0161,0.0,0.261,0.467,150.053,3tvWMBIblzT5FSjKtIeRR1,249533,7
1011,1011,DJ Khaled,"All I Do Is Win - Feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross",0.55,0.779,0,-3.841,1,0.211,0.0135,0.0,0.333,0.315,150.069,0RIHDrcRAXtUlnkvTYPW1a,230281,1
1012,1012,KSHMR,Burn,0.757,0.885,7,-5.109,0,0.146,0.000921,0.919,0.0484,0.258,128.009,2ASx7GNCypmXa7IiKILPwh,225000,3
1013,1013,T.I.,Live Your Life - feat. Rihanna,0.375,0.862,11,-3.363,0,0.255,0.071,0.0,0.211,0.478,159.841,16GHcGtW9Io7AuVdNmTjv3,338853,1
1014,1014,twoloud,Big Bang - Bass Modulators Radio Edit,0.587,0.976,5,-4.05,0,0.0553,0.0109,0.944,0.127,0.211,149.956,5EYLK6LNWY4XsxWc1Hns6u,247467,3
1015,1015,A$AP Rocky,"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",0.854,0.703,1,-7.127,1,0.285,0.0173,2.4e-06,0.109,0.681,95.957,4c7mwtU8HGuLUVqRX5HU7F,237187,0
1016,1016,Qulinez,Hookah,0.551,0.928,4,-4.076,0,0.0749,0.0135,0.405,0.383,0.115,127.969,1MB60Ingbxmdukc2wq8b2G,178125,3
1017,1017,Nicky Romero,The Moment (Novell),0.528,0.563,3,-6.077,0,0.0318,0.0625,0.0,0.305,0.197,125.99,2DxViRCaF81Qe8xGyqUnlk,200791,4
1018,1018,Bubba Sparxxx,Ms. New Booty,0.64,0.62,1,-5.931,1,0.416,0.016,0.0,0.0831,0.609,129.37,0k6HUzaRHpQ3eEWr1C7Esh,252653,5
1019,1019,The Chainsmokers,All We Know,0.662,0.586,0,-8.821,1,0.0307,0.097,0.00272,0.115,0.296,90.0,2rizacJSyD9S1IQUxUxnsK,194080,4
1020,1020,Mokita,Monopoly,0.5,0.612,5,-7.099,1,0.0348,0.123,2.12e-05,0.195,0.428,94.974,7LjiYnwicHBZw0m7KSAggS,206256,4
1021,1021,Jontte Valosaari,Kiinni Jäit,0.694,0.939,11,-2.225,0,0.0601,0.142,0.0,0.369,0.848,132.991,7gp7td7ibvNr94JW1VIQiW,222680,7
1022,1022,The Moose,Tg 2016,0.769,0.746,9,-6.421,0,0.0949,0.035,0.0148,0.176,0.141,128.047,0fUjQgvpUFh6SdW5SWjJ7X,194454,7
1023,1023,Kauniit & Uhkarohkeat,Kuningatar,0.361,0.698,11,-4.295,0,0.0597,0.0201,0.0,0.253,0.526,128.227,0S4ZwlOCBuevXhgyGYMqGW,227880,1
1024,1024,Irina,Pokka,0.496,0.859,9,-5.013,0,0.033,0.00103,4.14e-05,0.188,0.571,145.996,17QAMdhDeJN1s36OjtaI5w,251587,1
1025,1025,Johanna Kurkela,Oothan tässä vielä huomenna,0.393,0.406,0,-10.21,1,0.0436,0.405,0.0,0.163,0.136,167.391,6zz5ECwOCyGNsm7QWXpnXF,241707,6
1026,1026,VG+,Bandida,0.857,0.827,11,-5.781,0,0.0797,0.0732,0.0,0.0964,0.777,97.975,4J8NOZRQ4L1ZYGCdn7jrvK,200969,7
1027,1027,Keko Salata,Boombidibyebye,0.777,0.833,1,-5.623,1,0.142,0.222,0.0,0.0694,0.43,97.967,56uFn2tOlveD7g2QwkpHOd,216238,0
1028,1028,TUULI,Justin (feat. Daniel Okas),0.834,0.743,0,-2.805,1,0.0889,0.117,0.0,0.0796,0.692,128.039,4Wb34EXk4mQ4CDcZ1hHRpz,201311,0
1029,1029,Lady Gaga,Paparazzi,0.762,0.692,5,-3.973,0,0.0438,0.113,0.0,0.094,0.397,114.906,02XnQdf7sipaKBBHixz3Zp,208307,7
1030,1030,Macklemore,And We Danced (feat. Ziggy Stardust),0.758,0.677,5,-6.598,1,0.0782,0.456,0.0,0.0954,0.713,124.998,1FCQEg7wOK9IIBuxx63krr,246213,0
1031,1031,Katy Perry,The One That Got Away,0.722,0.862,4,-3.27,1,0.0415,0.0118,0.0,0.081,0.634,133.988,0YdcjSwXRXuGOkIW5sjJWE,262000,0
1032,1032,Kat Dahlia,I Think I'm In Love,0.632,0.638,7,-6.731,1,0.0505,0.137,0.0,0.125,0.574,121.868,3U1TuSqHIubBA10cVP7Sk6,202667,0
1033,1033,Bruno Mars,Grenade - Acoustic,0.639,0.393,2,-6.314,0,0.0309,0.819,0.0,0.0891,0.363,97.917,7Cj2tT0m2SBeIO1PsGfk8A,249535,6
1034,1034,TUULI,Paljon onnea vaan,0.755,0.85,2,-6.093,0,0.0805,0.278,0.0,0.0564,0.713,94.017,10fT3GtVbBcTOzJJAUBztT,190320,7
1035,1035,Ella Lymi,Poikii On,0.66,0.625,0,-7.449,1,0.0317,0.632,0.000477,0.112,0.443,129.665,1b0TSuo18PvR6sKvVXMjB2,242324,6
1036,1036,PistePiste,Elän sut uudestaan,0.629,0.723,7,-8.401,1,0.028,0.0708,0.0,0.247,0.577,109.953,41yPlVj1ss9kMx8LSd9f1p,225067,0
1037,1037,Gotye,Somebody That I Used To Know,0.865,0.521,0,-6.932,1,0.0371,0.548,0.000115,0.0989,0.748,129.059,1qDrWA6lyx8cLECdZE7TV7,244885,0
1038,1038,Evelina,SUSHI,0.58,0.863,2,-3.716,1,0.0659,0.0725,0.0,0.123,0.393,79.927,4Q2NmwglThBlCFe5lGZOim,231113,0
1039,1039,Pete Parkkonen,Mitä mä teen (feat. JVG),0.663,0.656,1,-4.765,1,0.0322,0.326,2.06e-06,0.418,0.597,99.959,2zW03eKjbyjZyNuPqZRoKw,214203,0
1040,1040,Mäkki,Muistikuvien Vanki,0.799,0.832,1,-4.434,1,0.164,0.279,0.0,0.0969,0.663,99.991,5gXkX96i9IMtn7wEfUibIx,197152,0
1041,1041,Nikke Ankara,Pisamat,0.7,0.871,1,-4.09,1,0.129,0.0605,0.0,0.308,0.632,93.949,7g5M2rzDUPoFv4JAZAyJR7,199181,0
1042,1042,DRAM,Broccoli (feat. Lil Yachty),0.886,0.525,8,-7.39,1,0.131,0.236,0.0,0.057,0.708,145.99,7yyRTcZmCiyzzJlNzGC9Ol,225205,0
1043,1043,The Pussycat Dolls,Don't Cha,0.875,0.631,1,-3.475,1,0.099,0.00542,2.54e-06,0.127,0.549,120.002,24kGngQeXHt0uhffKpq0zj,272080,0
1044,1044,Akon,Right Now (Na Na Na),0.832,0.87,8,-4.2,0,0.166,0.269,0.0,0.415,0.577,137.998,6cj8s9tWTahcd0XmnM2tVj,240747,2
1045,1045,David Guetta,Sexy Bitch (feat. Akon),0.813,0.627,11,-5.018,0,0.0486,0.0771,0.000616,0.131,0.801,130.011,127uq83uGFapbddqiMUKky,195853,7
1046,1046,Wiz Khalifa,Black and Yellow,0.684,0.834,2,-4.524,0,0.0675,0.0646,0.0,0.271,0.538,164.02,5A6OHHy73AR5tLxgTc98zz,217667,7
1047,1047,DJ Antoine,Holiday (feat. Akon) - DJ Antoine vs Mad Mark 2k15 Club Mix,0.734,0.892,1,-4.466,1,0.0423,0.0125,0.00392,0.0409,0.392,125.994,7hqTqI883aj62BNSnQzmnH,320249,0
1048,1048,Ariana Grande,Break Free,0.687,0.698,7,-5.29,0,0.0468,0.0057,8.75e-05,0.253,0.316,129.954,7cvxrDu7VIhVSOFRNgPegv,214693,7
1049,1049,Chris Brown,Bitches N Marijuana (feat. ScHoolboy Q),0.559,0.535,3,-8.136,0,0.274,0.337,0.0,0.105,0.62,96.989,3PiLfzEXHrvT1oJKR8PAJt,254693,4
1050,1050,HIM,Join Me - Razorblade Mix,0.625,0.696,8,-6.908,0,0.0325,0.0276,1.53e-05,0.127,0.606,113.809,1ShuJmtDsgCs8GvjsewYxi,216813,7
1051,1051,Alicia Keys,Girl On Fire,0.482,0.706,9,-5.762,1,0.0609,0.135,0.00106,0.105,0.144,92.494,75pZHMj4SHAzJf35kwAAkQ,224920,4
1052,1052,Eiffel 65,Move Your Body,0.745,0.958,7,-9.664,1,0.0287,0.0814,0.32,0.533,0.96,129.962,43OdYMY7yMgBW3n5W4QQD9,268864,2
1053,1053,Cascada,Bad Boy - Radio Edit,0.666,0.978,11,-5.118,0,0.0925,0.0149,0.0444,0.222,0.63,139.991,4Ei3y7xExqyxy5SV8ko9fn,191843,7
1054,1054,Bomfunk MC's,Freestyler,0.822,0.922,11,-5.798,0,0.0989,0.0291,0.325,0.252,0.568,163.826,47xLbuUdmD03ATrke934S1,306333,7
1055,1055,Green Day,Boulevard of Broken Dreams,0.49,0.679,8,-3.68,1,0.0309,0.00394,1.54e-05,0.0383,0.506,167.046,1hwJKpe0BPUsq6UUrwBWTw,261267,1
1056,1056,OneRepublic,Secrets,0.516,0.762,2,-6.224,1,0.0361,0.0734,0.0,0.116,0.382,148.018,0tgnTzjIkj8mVVEh0SNH0t,224680,1
1057,1057,Madonna,Girl Gone Wild,0.697,0.598,8,-5.883,0,0.0708,0.0331,5.98e-06,0.318,0.606,131.967,3ZfMci7n6qk9nRodX8BfIb,223067,7
1058,1058,Madonna,Give Me All Your Luvin',0.68,0.885,11,-4.345,1,0.0382,0.00563,0.000756,0.379,0.877,144.998,0QXtw4rDLQtpzqPS4uJbZJ,202760,0
1059,1059,LMFAO,La La La,0.606,0.819,0,-6.554,0,0.128,0.00645,1.15e-06,0.279,0.587,128.028,2iCf3YOXffq3fCZyIwliPR,210560,7
1060,1060,Nicki Minaj,Beez In The Trap,0.814,0.782,9,-6.005,1,0.218,0.0227,0.00167,0.0956,0.683,150.011,2epGMZt9GFdH1etwMbQcFm,268480,0
1061,1061,Katy Perry,Dressin' Up,0.715,0.783,7,-6.146,1,0.0785,0.0201,0.000684,0.104,0.459,141.558,7GsYM767NTEiUFjq00tspw,223560,0
1062,1062,Jessie J,LaserLight,0.796,0.784,11,-3.713,1,0.061,0.147,5.27e-06,0.105,0.818,127.507,1dG3YWhLiTyFfTJyT2DanJ,211947,0
1063,1063,Maisa,Rakkaudesta laulu,0.551,0.67,9,-8.646,1,0.0288,0.131,0.0,0.145,0.385,121.996,1qlL4U9ofYv2FMApQUHup9,238033,4
1064,1064,Rita Ora,Radioactive,0.647,0.874,10,-2.057,0,0.0462,0.0187,0.000173,0.27,0.543,125.026,5WkUEAGya6TGeC5U0HDa80,251227,7
1065,1065,Enrique Iglesias,Finally Found You,0.622,0.884,4,-4.812,1,0.0895,0.0113,0.0,0.349,0.627,127.95,1i7gybd4iuAm3dSzktiCDN,220933,0
1066,1066,Hurts,Miracle,0.395,0.826,2,-2.985,0,0.0348,0.0282,6.39e-06,0.328,0.405,85.004,2eqKGlnRKjuFdQZUGbScJ9,224853,4
1067,1067,Megan Nicole,B-e-a-utiful,0.358,0.688,0,-4.673,1,0.128,0.184,0.0,0.259,0.714,77.479,2ngP9Hye3TKGTAMQTd7i5c,212653,0
1068,1068,Mr. 305,"Driving Around (feat. Pitbull, David Rush & Vein)",0.742,0.928,9,-3.613,1,0.052,0.0432,0.0,0.318,0.724,130.003,5gtxA9KghGzVBtWeADNy14,210533,0
1069,1069,Studio Killers,Ode to the Bouncer,0.644,0.975,11,-3.379,1,0.0512,0.0417,0.000316,0.0869,0.868,122.99,3lGL219tz1Cjy5Zeno5T7m,206918,0
1070,1070,Studio Killers,Jenny (I Wanna Ruin Our Friendship),0.668,0.799,11,-5.701,1,0.0333,0.00305,0.0148,0.277,0.563,133.929,7lgA34nFXxjqQgyLkPUcLv,215280,0
1071,1071,Jennifer Lopez,Live It Up,0.694,0.723,6,-5.107,1,0.187,0.0156,0.0,0.333,0.653,127.988,4UXrcA0aP09rQh0eCwn5hx,243787,0
1072,1072,Jessie J,Wild,0.78,0.879,11,-5.472,0,0.16,0.00228,8.5e-05,0.17,0.594,129.008,3f2UEozQvFOzeBojmaqnY9,223253,7
1073,1073,MIKA,Popular Song,0.666,0.81,8,-4.574,1,0.0458,0.152,0.0,0.0613,0.811,99.023,6AviHKu3ydzAePBmzEi62v,200213,0
1074,1074,Little Mix,How Ya Doin'? (feat. Missy Elliott),0.359,0.95,10,-3.49,0,0.476,0.09,0.0,0.371,0.51,200.617,0oPDjsyEtvBfescdyJcWYt,211173,1
1075,1075,Nicki Minaj,High School,0.531,0.683,1,-4.093,0,0.333,0.135,0.00265,0.22,0.212,84.817,3UrNOHCzVxX2KZbNcKQAyu,218747,4
1076,1076,Kesha,Dancing With Tears In My Eyes,0.619,0.924,7,-3.208,1,0.0978,0.0103,2.75e-05,0.296,0.642,120.021,2KCfVhgzNGJWnvZ01W4c4o,209240,0
1077,1077,Matisyahu,Sunshine,0.691,0.791,0,-3.747,1,0.0613,0.00654,0.0,0.0729,0.793,100.044,56ZDcszhe1eCeghso93fXP,213080,0
1078,1078,Usher,DJ Got Us Fallin' In Love (feat. Pitbull),0.63,0.819,7,-5.629,0,0.131,0.029,0.0,0.084,0.665,119.954,1SLfor1HGQcQmUfQj0X685,220600,7
1079,1079,Bonnie McKee,American Girl,0.66,0.816,0,-4.332,0,0.0344,0.00976,1.87e-05,0.59,0.66,127.97,0vvG0VEN6l2fbIEUtq3mQD,224107,2
1080,1080,Brädi,Saturnus,0.741,0.79,10,-4.415,1,0.107,0.0835,0.0,0.235,0.412,120.071,3nenYQpz28iHiuS1loQ4Xz,225431,0
1081,1081,Fatboy Slim,Eat Sleep Rave Repeat (feat. Beardyman) - Dimitri Vegas & Like Mike vs. Ummet Ozcan Tomorrowland Radio Edit,0.449,0.898,7,-4.126,1,0.0835,0.0629,0.204,0.146,0.181,129.984,666ukYl1jDeTAGg7AwfS5L,199387,1
1082,1082,Ed Sheeran,Castle on the Hill,0.461,0.834,2,-4.868,1,0.0989,0.0232,1.14e-05,0.14,0.471,135.007,66qlqxhEMpSHOzjRK4il0b,261154,1
1083,1083,Mikael Gabriel,Loistat Pimeäs,0.559,0.767,9,-5.89,0,0.0395,0.00902,0.0,0.232,0.609,135.081,3bCuspxImskpiHF3udYdFI,208402,7
1084,1084,Ed Sheeran,Shape of You,0.825,0.652,1,-3.183,0,0.0802,0.581,0.0,0.0931,0.931,95.977,0FE9t6xYkqWXU2ahLh6D8X,233713,7
1085,1085,Vice,Steady 1234 (feat. Jasmine Thompson & Skizzy Mars),0.779,0.671,9,-5.829,1,0.0814,0.153,1.12e-05,0.115,0.718,104.953,40UroIGvsMPLPBYwH8rMNA,177095,0
1086,1086,Major Lazer,Believer,0.596,0.905,8,-3.438,0,0.0515,0.0743,0.00168,0.129,0.692,144.981,4cSR8iebRqGXHFHo7lHIpm,223469,7
1087,1087,Mäkki,Mixet Tahdo,0.849,0.699,1,-6.385,1,0.075,0.232,0.0,0.0498,0.511,104.99,53nNxpVCDUwblGyAazoSS8,197555,0
1088,1088,Alok,Hear Me Now,0.788,0.43,11,-7.757,1,0.0419,0.537,0.00261,0.0936,0.461,121.996,1a5Yu5L18qNxVhXx38njON,192846,6
1089,1089,The Chainsmokers,Paris,0.646,0.644,2,-6.763,1,0.031,0.0243,0.0,0.0888,0.251,99.999,15vzANxN8G9wWfwAJLLMCg,221520,4
1090,1090,Tungevaag,Vidorra,0.619,0.765,9,-7.424,0,0.0306,0.0324,0.000254,0.248,0.754,127.998,64x57KuX1J4TLrdWjkpdqt,219385,7
1091,1091,Tungevaag,Springfield,0.754,0.838,6,-2.98,0,0.0647,0.00634,0.0,0.0644,0.118,127.983,0njrmvVVWIrcEXkUA4MOO7,178570,7
1092,1092,Tove Lo,Habits (Stay High) - Oliver Nelson Remix,0.78,0.785,0,-4.3,0,0.0746,0.0346,0.0127,0.157,0.49,116.007,45Hsbni3CutyzdVm7QO9F2,252093,7
1093,1093,Kesha,Your Love Is My Drug,0.829,0.627,1,-3.928,1,0.0759,0.00663,0.0,0.0939,0.72,120.048,3uoQULcUWfnt6nc6J7Vgai,187133,0
1094,1094,David Guetta,Where Them Girls At (feat. Nicki Minaj & Flo Rida),0.666,0.876,3,-3.078,1,0.0414,0.055,0.0,0.259,0.552,129.884,7xV6oF0LMnrXKEs6JrWQXf,194840,0
1095,1095,Jason Derulo,Whatcha Say,0.615,0.711,11,-5.507,1,0.0779,0.0444,0.0,0.145,0.711,144.036,123NAAjn1RMY2WeoZH8pVN,221253,1
1096,1096,One Direction,What Makes You Beautiful,0.726,0.787,4,-2.494,1,0.0737,0.009,0.0,0.0596,0.888,124.99,4cluDES4hQEUhmXj6TXkSo,199987,0
1097,1097,Nylon Beat,Viimeinen,0.619,0.854,6,-5.42,1,0.0293,0.0119,0.111,0.112,0.518,97.914,661cekUlECjO5CHlcnwgI3,223947,0
1098,1098,Tea,Tytöt Tykkää,0.975,0.722,9,-4.597,0,0.1,0.163,0.0,0.0608,0.909,125.049,6sXwvkik0sHXxUgwPviuF9,198627,7
1099,1099,Gwen Stefani,The Sweet Escape,0.756,0.77,1,-3.502,1,0.0343,0.191,0.0,0.178,0.73,119.961,26eOTllWPn7oKuDUJnsJwF,246467,0
1100,1100,Flo Rida,Sugar (feat. Wynter),0.738,0.868,1,-4.15,1,0.0348,0.0371,0.0,0.294,0.199,130.003,4shgvM4ClrZeDiflNJwlGd,252933,0
1101,1101,Lil Jon,Snap Yo Fingers,0.835,0.757,8,-5.029,0,0.23,0.00647,0.0,0.29,0.626,82.038,6o3s08kk2fQI37vxGZDrJ1,274387,7
1102,1102,Michael Jackson,Smooth Criminal - 2012 Remaster,0.853,0.981,8,-3.947,1,0.0751,0.247,0.468,0.306,0.595,118.193,5T7ywazdGIydr6JCW6t02j,257760,3
1103,1103,Justin Timberlake,SexyBack,0.967,0.583,7,-5.562,0,0.0789,0.0584,0.0,0.0519,0.964,117.0,40VAYnnGBDLQVXD8D1ager,242733,7
1104,1104,PMMP,Rusketusraidat,0.709,0.855,9,-4.408,0,0.0544,0.0624,0.00156,0.0357,0.902,130.059,1CWByPTazwEnqfeC9FfdxA,187173,7
1105,1105,TUULI,Salaisuudet,0.701,0.814,3,-4.751,1,0.0276,0.0689,0.0,0.367,0.769,105.023,0ricCMwmnkaDwkQHGtHD2u,206080,0
1106,1106,Jonna Tervomaa,Rakkauden haudalla,0.289,0.571,5,-8.432,0,0.0273,0.255,0.000125,0.304,0.262,91.152,6kj92vwOVwBAxhpkiSQJE7,238947,4
1107,1107,Amy Winehouse,Rehab,0.42,0.873,0,-2.963,1,0.0685,0.0408,2.17e-06,0.568,0.728,72.858,19z17doSqEhhm4aidrUHIB,213760,2
1108,1108,Robin Packalen,Puuttuva palanen,0.835,0.86,11,-5.231,0,0.0302,0.0453,6.25e-06,0.168,0.882,117.991,4hc2EO30jDRhSwBww2MI9Z,197373,7
1109,1109,Munamies,Pomppufiilis,0.732,0.869,0,-4.561,1,0.0698,0.275,0.0,0.314,0.962,118.056,7JbVytcMOu6JT5KcWzSgQh,145147,0
1110,1110,Poju,Poika (saunoo),0.655,0.987,6,-3.917,0,0.0562,0.123,0.0,0.0471,0.961,120.005,7bF4r9iNGX0HxJnuHn3p20,172373,7
1111,1111,LMFAO,Party Rock Anthem,0.751,0.736,5,-4.168,0,0.156,0.0206,0.0,0.265,0.352,130.014,7mitXLIMCflkhZiD34uEQI,262147,7
1112,1112,Britney Spears,Piece of Me,0.769,0.638,11,-5.054,1,0.216,0.0902,0.0,0.0857,0.782,115.007,6jaHYV4no6PAbyo89bybrx,212107,0
1113,1113,M.I.A.,Paper Planes,0.447,0.848,2,-6.175,1,0.222,0.033,7.46e-05,0.65,0.485,172.253,3ZlFUr0RBrUYYsmlcFvD0e,205200,2
1114,1114,Justin Bieber,One Time,0.704,0.82,1,-2.535,0,0.037,0.0821,8.72e-05,0.0776,0.774,146.008,13FpJLiYO9coo9pf5QkrTn,215867,7
1115,1115,Lady Gaga,Paparazzi,0.761,0.696,5,-3.975,0,0.0429,0.109,0.0,0.0979,0.408,114.919,0DBIWikYnzcWygmvnG9kl5,208307,7
1116,1116,Aste,Normipäivä (feat. Hank Solo),0.666,0.82,10,-2.151,0,0.184,0.15,0.0,0.119,0.684,127.078,5nAxadmtaiTIPA9VGtaYm6,197893,7
1117,1117,Isac Elliot,New Way Home,0.566,0.738,1,-7.728,0,0.0676,0.00311,0.0,0.117,0.519,126.056,5qsQv37yDVUDCDLPSTrIrk,217120,7
1118,1118,Petri Nygård,Märkää,0.903,0.864,1,-3.763,1,0.0358,0.0212,0.0,0.511,0.961,120.06,52CqocATRRxDJmcc5owMOh,251160,2
1119,1119,Fintelligens,Mikä boogie,0.908,0.704,6,-2.182,0,0.164,0.0304,0.0,0.0661,0.86,112.991,0TIgM6L2db1fqqgdB8clhI,192227,7
1120,1120,Duffy,Mercy,0.793,0.859,0,-3.774,1,0.0332,0.266,0.000356,0.133,0.964,129.911,78twQ5XCFJMTE37ZSU0gsj,219920,0
1121,1121,PMMP,Matkalaulu,0.533,0.837,4,-6.298,1,0.0373,0.136,0.00139,0.298,0.594,146.923,5HCJ6vOnpuQSZR6RmjnorK,231680,1
1122,1122,Brädi,Lämpöö,0.757,0.848,3,-4.383,1,0.196,0.124,0.0,0.0676,0.699,94.98,17te2wP80lWKpQdOexK7vN,208107,0
1123,1123,Soulja Boy,Kiss Me Thru The Phone,0.757,0.721,7,-3.757,1,0.0986,0.0158,0.0,0.144,0.807,149.984,0nDqJMKcSTtYlGK6OQ3sLC,194307,0
1124,1124,Justimus,Lanit (Masa & Teurastaja) - Bonus,0.705,0.634,4,-4.933,0,0.249,0.00214,0.0041,0.386,0.416,179.754,5AgZviogOxQeiadhGJyjKX,115813,1
1125,1125,Antti Tuisku,Juuret,0.688,0.83,2,-6.941,0,0.0291,0.109,0.0971,0.107,0.339,123.006,6ZwtCsPc7OilD2Y43QT0ix,259533,4
1126,1126,Cheek,Jos mä oisin sä,0.828,0.877,2,-4.328,0,0.0476,0.0253,0.0,0.0844,0.631,110.023,3eT0L7188RWFI9t6bTBP5o,235133,7
1127,1127,Cheek,Jossu - feat. Jukka poika,0.655,0.831,2,-6.767,1,0.175,0.0888,0.0,0.358,0.881,199.793,3fO3kI1iGC0A5zeRePsIiG,192400,1
1128,1128,Jenni Vartiainen,Ihmisten edessä,0.677,0.803,1,-4.978,0,0.0343,0.0202,0.0,0.11,0.723,123.006,78jY6qGQtZAM7E5W7APoNg,212120,7
1129,1129,Tiktak,Heilutaan,0.588,0.862,5,-5.741,1,0.0304,0.00883,0.0,0.0844,0.819,160.028,0gKbjJEZWuOpap7zdy2I7f,204160,0
1130,1130,Cyndi Lauper,Girls Just Want to Have Fun,0.711,0.8,6,-4.883,1,0.0327,0.219,0.00102,0.354,0.726,120.393,459EpH5UZgE6fMNPMLOgMF,236293,0
1131,1131,Robin Packalen,Frontside Ollie,0.655,0.879,11,-5.363,1,0.0315,0.0033,0.0,0.881,0.71,100.033,4SQ7dVxDchOsmZSXRFIMzM,181733,2
1132,1132,Sean Kingston,Fire Burning,0.835,0.805,1,-2.545,1,0.033,0.0166,0.0,0.345,0.891,122.98,7gDKfEMIhyyO4asgEXwcrs,243133,0
1133,1133,50 Cent,Candy Shop,0.609,0.588,7,-7.992,1,0.481,0.0305,0.000142,0.369,0.797,128.763,2mpFm3f7QmdsVtSAIICEB7,208533,5
1134,1134,Aqua,Barbie Girl,0.764,0.948,1,-4.355,0,0.0402,0.00929,0.0773,0.416,0.911,129.967,2ZCTP54O2dMSbVrdsg60to,195040,7
1135,1135,ABREU,Are You Ready,0.707,0.849,11,-5.172,0,0.0954,0.0968,0.0,0.161,0.859,96.023,3nx1CHOZvY83zuFmWxoRl0,191467,7
1136,1136,Green Day,American Idiot,0.38,0.988,1,-2.042,1,0.0639,2.64e-05,7.86e-05,0.368,0.769,186.113,6nTiIhLmQ3FWhvrGafw2zj,176346,1
1137,1137,ABREU,Räjäytä mun mieli,0.697,0.771,8,-5.092,0,0.0568,0.022,0.0,0.128,0.652,106.028,6skVPzERO0JKzamotX3NVa,202064,7
